Entry	Entry Name	Gene Names	Protein names	GeneID	Organism
P63124	VPK04_HUMAN	HERV-K104	Endogenous retrovirus group K member 104 Pro protein (HERV-K104 Pro protein) (HERV-K_5q13.3 provirus ancestral Pro protein) (EC 3.4.23.50) (Protease) (Proteinase) (PR)		Homo sapiens (Human)
Q9Y2B5	VP9D1_HUMAN	VPS9D1 ATPBL C16orf7	VPS9 domain-containing protein 1 (Protein ATP-BL)	9605;	Homo sapiens (Human)
Q86XT2	VP37D_HUMAN	VPS37D WBSCR24	Vacuolar protein sorting-associated protein 37D (ESCRT-I complex subunit VPS37D) (Williams-Beuren syndrome chromosomal region 24 protein)	155382;	Homo sapiens (Human)
A5D8V6	VP37C_HUMAN	VPS37C PML39	Vacuolar protein sorting-associated protein 37C (hVps37C) (ESCRT-I complex subunit VPS37C)	55048;	Homo sapiens (Human)
Q9H9H4	VP37B_HUMAN	VPS37B	Vacuolar protein sorting-associated protein 37B (hVps37B) (ESCRT-I complex subunit VPS37B)	79720;	Homo sapiens (Human)
Q8NEZ2	VP37A_HUMAN	VPS37A HCRP1	Vacuolar protein sorting-associated protein 37A (hVps37A) (ESCRT-I complex subunit VPS37A) (Hepatocellular carcinoma-related protein 1)	137492;	Homo sapiens (Human)
Q7Z3J2	VP35L_HUMAN	VPS35L C16orf62 101F10.2	VPS35 endosomal protein-sorting factor-like (Esophageal cancer-associated protein)	57020;	Homo sapiens (Human)
Q9H267	VP33B_HUMAN	VPS33B	Vacuolar protein sorting-associated protein 33B (hVPS33B)	26276;	Homo sapiens (Human)
Q96AX1	VP33A_HUMAN	VPS33A	Vacuolar protein sorting-associated protein 33A (hVPS33A)	65082;	Homo sapiens (Human)
O14972	VP26C_HUMAN	VPS26C DCRA DSCR3 DSCRA	Vacuolar protein sorting-associated protein 26C (Down syndrome critical region protein 3) (Down syndrome critical region protein A)	10311;	Homo sapiens (Human)
Q4G0F5	VP26B_HUMAN	VPS26B	Vacuolar protein sorting-associated protein 26B (Vesicle protein sorting 26B)	112936;	Homo sapiens (Human)
O75436	VP26A_HUMAN	VPS26A VPS26	Vacuolar protein sorting-associated protein 26A (Vesicle protein sorting 26A) (hVPS26)	9559;	Homo sapiens (Human)
Q5THJ4	VP13D_HUMAN	VPS13D KIAA0453	Intermembrane lipid transfer protein VPS13D (Vacuolar protein sorting-associated protein 13D)	55187;	Homo sapiens (Human)
Q709C8	VP13C_HUMAN	VPS13C KIAA1421	Intermembrane lipid transfer protein VPS13C (Vacuolar protein sorting-associated protein 13C)	54832;	Homo sapiens (Human)
Q7Z7G8	VP13B_HUMAN	VPS13B CHS1 COH1 KIAA0532	Intermembrane lipid transfer protein VPS13B (Cohen syndrome protein 1) (Vacuolar protein sorting-associated protein 13B)	157680;	Homo sapiens (Human)
Q96RL7	VP13A_HUMAN	VPS13A CHAC KIAA0986	Intermembrane lipid transfer protein VPS13A (Chorea-acanthocytosis protein) (Chorein) (Vacuolar protein sorting-associated protein 13A)	23230;	Homo sapiens (Human)
P63121	VP113_HUMAN	HERVK_113	Endogenous retrovirus group K member 113 Pro protein (HERV-K113 envelope protein) (HERV-K_19p13.11 provirus ancestral Pro protein) (EC 3.4.23.50) (Protease) (Proteinase) (PR)		Homo sapiens (Human)
Q96AW1	VOPP1_HUMAN	VOPP1 ECOP GASP	Vesicular, overexpressed in cancer, prosurvival protein 1 (EGFR-coamplified and overexpressed protein) (ECop) (Glioblastoma-amplified secreted protein) (Putative NF-kappa-B-activating protein 055N)	81552;	Homo sapiens (Human)
Q8TDU5	VNRL4_HUMAN	VN1R17P VNRL4	Putative vomeronasal receptor-like protein 4 (G-protein coupled receptor GPCR23) (hGPCR23)		Homo sapiens (Human)
O95498	VNN2_HUMAN	VNN2	Pantetheine hydrolase VNN2 (EC 3.5.1.92) (Glycosylphosphatidyl inositol-anchored protein GPI-80) (Protein FOAP-4) (Vascular non-inflammatory molecule 2) (Vanin-2)	8875;	Homo sapiens (Human)
O95497	VNN1_HUMAN	VNN1	Pantetheinase (EC 3.5.1.92) (Pantetheine hydrolase) (Tiff66) (Vascular non-inflammatory molecule 1) (Vanin-1)	8876;	Homo sapiens (Human)
Q7Z5H4	VN1R5_HUMAN	VN1R5 V1RL5	Vomeronasal type-1 receptor 5 (G-protein coupled receptor GPCR26) (hGPCR26) (V1r-like receptor 5)	317705;	Homo sapiens (Human)
Q7Z5H5	VN1R4_HUMAN	VN1R4 V1RL4	Vomeronasal type-1 receptor 4 (G-protein coupled receptor GPCR27) (hGPCR27) (V1r-like receptor 4)	317703;	Homo sapiens (Human)
Q9BXE9	VN1R3_HUMAN	VN1R3 V1RL3 FKSG46	Vomeronasal type-1 receptor 3 (V1r-like receptor 3)	317702;	Homo sapiens (Human)
Q8NFZ6	VN1R2_HUMAN	VN1R2 V1RL2	Vomeronasal type-1 receptor 2 (G-protein coupled receptor GPCR25) (hGPCR25) (V1r-like receptor 2)	317701;	Homo sapiens (Human)
Q9GZP7	VN1R1_HUMAN	VN1R1 V1RL1 VNR19I1	Vomeronasal type-1 receptor 1 (G-protein coupled receptor GPCR24) (hGPCR24) (V1r-like receptor 1) (V3r-related gene protein) (Vomeronasal olfactory receptor chromosome 19 subtype I member 1)	57191;	Homo sapiens (Human)
Q96GC9	VMP1_HUMAN	VMP1 TDC1 TMEM49 HSPC292	Vacuole membrane protein 1 (Transmembrane protein 49)	81671;	Homo sapiens (Human)
Q7Z5L0	VMO1_HUMAN	VMO1 UNQ6350/PRO21055	Vitelline membrane outer layer protein 1 homolog	284013;	Homo sapiens (Human)
Q05940	VMAT2_HUMAN	SLC18A2 SVMT VMAT2	Synaptic vesicular amine transporter (Monoamine transporter) (Solute carrier family 18 member 2) (Vesicular amine transporter 2) (VAT2)	6571;	Homo sapiens (Human)
P54219	VMAT1_HUMAN	SLC18A1 VAT1 VMAT1	Chromaffin granule amine transporter (Solute carrier family 18 member 1) (Vesicular amine transporter 1) (VAT1)	6570;	Homo sapiens (Human)
Q2NL98	VMAC_HUMAN	VMAC	Vimentin-type intermediate filament-associated coiled-coil protein	400673;	Homo sapiens (Human)
O00534	VMA5A_HUMAN	VWA5A BCSC1 LOH11CR2A	von Willebrand factor A domain-containing protein 5A (Breast cancer suppressor candidate 1) (BCSC-1) (Loss of heterozygosity 11 chromosomal region 2 gene A protein)	4013;	Homo sapiens (Human)
Q3ZAQ7	VMA21_HUMAN	VMA21 MEAX XMEA	Vacuolar ATPase assembly integral membrane protein VMA21 (Myopathy with excessive autophagy protein)	203547;	Homo sapiens (Human)
P98155	VLDLR_HUMAN	VLDLR	Very low-density lipoprotein receptor (VLDL receptor) (VLDL-R)	7436;	Homo sapiens (Human)
Q8N0U8	VKORL_HUMAN	VKORC1L1	Vitamin K epoxide reductase complex subunit 1-like protein 1 (VKORC1-like protein 1) (EC 1.17.4.4)	154807;	Homo sapiens (Human)
Q9BQB6	VKOR1_HUMAN	VKORC1 VKOR MSTP134 MSTP576 UNQ308/PRO351	Vitamin K epoxide reductase complex subunit 1 (EC 1.17.4.4) (Vitamin K1 2,3-epoxide reductase subunit 1)	79001;	Homo sapiens (Human)
P38435	VKGC_HUMAN	GGCX GC	Vitamin K-dependent gamma-carboxylase (EC 4.1.1.90) (Gamma-glutamyl carboxylase) (Peptidyl-glutamate 4-carboxylase) (Vitamin K gamma glutamyl carboxylase)	2677;	Homo sapiens (Human)
Q6UXI7	VITRN_HUMAN	VIT UNQ647/PRO1277	Vitrin	5212;	Homo sapiens (Human)
Q9H7M9	VISTA_HUMAN	VSIR C10orf54 SISP1 VISTA PP2135 UNQ730/PRO1412	V-type immunoglobulin domain-containing suppressor of T-cell activation (Platelet receptor Gi24) (Stress-induced secreted protein-1) (Sisp-1) (V-set domain-containing immunoregulatory receptor) (V-set immunoregulatory receptor)	64115;	Homo sapiens (Human)
P62760	VISL1_HUMAN	VSNL1 VISL1	Visinin-like protein 1 (VILIP) (VLP-1) (Hippocalcin-like protein 3) (HLP3)	7447;	Homo sapiens (Human)
Q69YN4	VIR_HUMAN	VIRMA KIAA1429 MSTP054	Protein virilizer homolog	25962;	Homo sapiens (Human)
P01282	VIP_HUMAN	VIP	VIP peptides [Cleaved into: Intestinal peptide PHV-42 (Peptide histidine valine 42); Intestinal peptide PHM-27 (Peptide histidine methioninamide 27); Vasoactive intestinal peptide (VIP) (Vasoactive intestinal polypeptide)]	7432;	Homo sapiens (Human)
P41587	VIPR2_HUMAN	VIPR2 VIP2R	Vasoactive intestinal polypeptide receptor 2 (VIP-R-2) (Helodermin-preferring VIP receptor) (Pituitary adenylate cyclase-activating polypeptide type III receptor) (PACAP type III receptor) (PACAP-R-3) (PACAP-R3) (VPAC2)	7434;	Homo sapiens (Human)
P32241	VIPR1_HUMAN	VIPR1	Vasoactive intestinal polypeptide receptor 1 (VIP-R-1) (Pituitary adenylate cyclase-activating polypeptide type II receptor) (PACAP type II receptor) (PACAP-R-2) (PACAP-R2) (VPAC1)	7433;	Homo sapiens (Human)
O43314	VIP2_HUMAN	PPIP5K2 HISPPD1 KIAA0433 VIP2	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 (EC 2.7.4.24) (Diphosphoinositol pentakisphosphate kinase 2) (Histidine acid phosphatase domain-containing protein 1) (InsP6 and PP-IP5 kinase 2) (VIP1 homolog 2) (hsVIP2)	23262;	Homo sapiens (Human)
Q6PFW1	VIP1_HUMAN	PPIP5K1 HISPPD2A IP6K IPS1 KIAA0377 VIP1	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 (EC 2.7.4.24) (Diphosphoinositol pentakisphosphate kinase 1) (Histidine acid phosphatase domain-containing protein 2A) (IP6 kinase) (Inositol pyrophosphate synthase 1) (InsP6 and PP-IP5 kinase 1) (VIP1 homolog) (hsVIP1)	9677;	Homo sapiens (Human)
O60504	VINEX_HUMAN	SORBS3 SCAM1	Vinexin (SH3-containing adapter molecule 1) (SCAM-1) (Sorbin and SH3 domain-containing protein 3)	10174;	Homo sapiens (Human)
P18206	VINC_HUMAN	VCL	Vinculin (Metavinculin) (MV)	7414;	Homo sapiens (Human)
P08670	VIME_HUMAN	VIM	Vimentin	7431;	Homo sapiens (Human)
O15195	VILL_HUMAN	VILL	Villin-like protein	50853;	Homo sapiens (Human)
P09327	VILI_HUMAN	VIL1 VIL	Villin-1	7429;	Homo sapiens (Human)
Q00341	VIGLN_HUMAN	HDLBP HBP VGL	Vigilin (High density lipoprotein-binding protein) (HDL-binding protein)	3069;	Homo sapiens (Human)
Q9H598	VIAAT_HUMAN	SLC32A1 VGAT VIAAT	Vesicular inhibitory amino acid transporter (GABA and glycine transporter) (Solute carrier family 32 member 1) (Vesicular GABA transporter) (hVIAAT)	140679;	Homo sapiens (Human)
P40337	VHL_HUMAN	VHL	von Hippel-Lindau disease tumor suppressor (Protein G7) (pVHL)	7428;	Homo sapiens (Human)
Q6RSH7	VHLL_HUMAN	VHLL VLP	von Hippel-Lindau-like protein (VHL-like protein) (VLP)	391104;	Homo sapiens (Human)
Q8NDX2	VGLU3_HUMAN	SLC17A8 VGLUT3	Vesicular glutamate transporter 3 (VGluT3) (Solute carrier family 17 member 8)	246213;	Homo sapiens (Human)
Q9P2U8	VGLU2_HUMAN	SLC17A6 DNPI VGLUT2	Vesicular glutamate transporter 2 (VGluT2) (Differentiation-associated BNPI) (Differentiation-associated Na(+)-dependent inorganic phosphate cotransporter) (Solute carrier family 17 member 6)	57084;	Homo sapiens (Human)
Q9P2U7	VGLU1_HUMAN	SLC17A7 BNPI VGLUT1	Vesicular glutamate transporter 1 (VGluT1) (Brain-specific Na(+)-dependent inorganic phosphate cotransporter) (Solute carrier family 17 member 7)	57030;	Homo sapiens (Human)
Q14135	VGLL4_HUMAN	VGLL4 KIAA0121	Transcription cofactor vestigial-like protein 4 (Vgl-4)	9686;	Homo sapiens (Human)
A8MV65	VGLL3_HUMAN	VGLL3	Transcription cofactor vestigial-like protein 3 (Vgl-3)	389136;	Homo sapiens (Human)
Q8N8G2	VGLL2_HUMAN	VGLL2 VITO1	Transcription cofactor vestigial-like protein 2 (Vgl-2) (Protein VITO1)	245806;	Homo sapiens (Human)
Q99990	VGLL1_HUMAN	VGLL1 TDU	Transcription cofactor vestigial-like protein 1 (Vgl-1) (Protein TONDU)	51442;	Homo sapiens (Human)
O15240	VGF_HUMAN	VGF	Neurosecretory protein VGF [Cleaved into: Neuroendocrine regulatory peptide-1 (NERP-1); Neuroendocrine regulatory peptide-2 (NERP-2); VGF-derived peptide TLQP-21; VGF-derived peptide TLQP-62; Antimicrobial peptide VGF[554-577]]	7425;	Homo sapiens (Human)
P35916	VGFR3_HUMAN	FLT4 VEGFR3	Vascular endothelial growth factor receptor 3 (VEGFR-3) (EC 2.7.10.1) (Fms-like tyrosine kinase 4) (FLT-4) (Tyrosine-protein kinase receptor FLT4)	2324;	Homo sapiens (Human)
P35968	VGFR2_HUMAN	KDR FLK1 VEGFR2	Vascular endothelial growth factor receptor 2 (VEGFR-2) (EC 2.7.10.1) (Fetal liver kinase 1) (FLK-1) (Kinase insert domain receptor) (KDR) (Protein-tyrosine kinase receptor flk-1) (CD antigen CD309)	3791;	Homo sapiens (Human)
P17948	VGFR1_HUMAN	FLT1 FLT FRT VEGFR1	Vascular endothelial growth factor receptor 1 (VEGFR-1) (EC 2.7.10.1) (Fms-like tyrosine kinase 1) (FLT-1) (Tyrosine-protein kinase FRT) (Tyrosine-protein kinase receptor FLT) (FLT) (Vascular permeability factor receptor)	2321;	Homo sapiens (Human)
Q14119	VEZF1_HUMAN	VEZF1 DB1 ZNF161	Vascular endothelial zinc finger 1 (Putative transcription factor DB1) (Zinc finger protein 161)	7716;	Homo sapiens (Human)
Q9HBM0	VEZA_HUMAN	VEZT	Vezatin	55591;	Homo sapiens (Human)
Q8TAG6	VEXIN_HUMAN	VXN C8orf46	Vexin	254778;	Homo sapiens (Human)
O95231	VENTX_HUMAN	VENTX HPX42B VENTX2	Homeobox protein VENTX (VENT homeobox homolog) (VENT-like homeobox protein 2)	27287;	Homo sapiens (Human)
O43915	VEGFD_HUMAN	VEGFD FIGF	Vascular endothelial growth factor D (VEGF-D) (c-Fos-induced growth factor) (FIGF)	2277;	Homo sapiens (Human)
P49767	VEGFC_HUMAN	VEGFC	Vascular endothelial growth factor C (VEGF-C) (Flt4 ligand) (Flt4-L) (Vascular endothelial growth factor-related protein) (VRP)	7424;	Homo sapiens (Human)
P49765	VEGFB_HUMAN	VEGFB VRF	Vascular endothelial growth factor B (VEGF-B) (VEGF-related factor) (VRF)	7423;	Homo sapiens (Human)
P15692	VEGFA_HUMAN	VEGFA VEGF	Vascular endothelial growth factor A (VEGF-A) (Vascular permeability factor) (VPF)	7422;	Homo sapiens (Human)
P11473	VDR_HUMAN	VDR NR1I1	Vitamin D3 receptor (VDR) (1,25-dihydroxyvitamin D3 receptor) (Nuclear receptor subfamily 1 group I member 1)	7421;	Homo sapiens (Human)
Q9Y277	VDAC3_HUMAN	VDAC3	Voltage-dependent anion-selective channel protein 3 (VDAC-3) (hVDAC3) (Outer mitochondrial membrane protein porin 3)	7419;	Homo sapiens (Human)
P45880	VDAC2_HUMAN	VDAC2	Voltage-dependent anion-selective channel protein 2 (VDAC-2) (hVDAC2) (Outer mitochondrial membrane protein porin 2)	7417;	Homo sapiens (Human)
P21796	VDAC1_HUMAN	VDAC1 VDAC	Voltage-dependent anion-selective channel protein 1 (VDAC-1) (hVDAC1) (Outer mitochondrial membrane protein porin 1) (Plasmalemmal porin) (Porin 31HL) (Porin 31HM)	7416;	Homo sapiens (Human)
O14599	VCY2_HUMAN	BPY2 BPY2A VCY2 VCY2A; BPY2B VCY2B; BPY2C VCY2C	Testis-specific basic protein Y 2 (Basic charge, Y-linked 2) (Variably charged protein Y 2)	442867;442868;9083;	Homo sapiens (Human)
O14598	VCY1_HUMAN	VCY BPY1 VCY1A; VCY1B BPY1B	Testis-specific basic protein Y 1 (Basic charge, Y-linked 1) (Variably charged protein Y)	353513;9084;	Homo sapiens (Human)
Q9NNX9	VCX3_HUMAN	VCX3A VCX3 VCX8R VCXA	Variable charge X-linked protein 3 (Variable charge protein on X with eight repeats) (VCX-8r) (Variably charged protein X-A) (VCX-A)	51481;	Homo sapiens (Human)
Q9H321	VCX3B_HUMAN	VCX3B VCXC	Variable charge X-linked protein 3B (Variably charged protein X-C) (VCX-C)	425054;	Homo sapiens (Human)
Q9H322	VCX2_HUMAN	VCX2 VCX2R VCXB	Variable charge X-linked protein 2 (Variable charge protein on X with two repeats) (VCX-2r) (Variably charged protein X-B) (VCX-B)	51480;	Homo sapiens (Human)
Q9H320	VCX1_HUMAN	VCX VCX1 VCX10R VCXB1	Variable charge X-linked protein 1 (Variable charge protein on X with ten repeats) (VCX-10r) (Variably charged protein X-B1) (VCX-B1)	26609;	Homo sapiens (Human)
Q96JH7	VCIP1_HUMAN	VCPIP1 KIAA1850 VCIP135	Deubiquitinating protein VCPIP1 (EC 3.4.19.12) (Valosin-containing protein p97/p47 complex-interacting protein 1) (Valosin-containing protein p97/p47 complex-interacting protein p135) (VCP/p47 complex-interacting 135-kDa protein)	80124;	Homo sapiens (Human)
P19320	VCAM1_HUMAN	VCAM1	Vascular cell adhesion protein 1 (V-CAM 1) (VCAM-1) (INCAM-100) (CD antigen CD106)	7412;	Homo sapiens (Human)
Q6Q795	VBPC1_HUMAN		Putative viral protein-binding protein C1		Homo sapiens (Human)
Q9UIW0	VAX2_HUMAN	VAX2	Ventral anterior homeobox 2	25806;	Homo sapiens (Human)
Q5SQQ9	VAX1_HUMAN	VAX1	Ventral anterior homeobox 1	11023;	Homo sapiens (Human)
P15498	VAV_HUMAN	VAV1 VAV	Proto-oncogene vav	7409;	Homo sapiens (Human)
Q9UKW4	VAV3_HUMAN	VAV3	Guanine nucleotide exchange factor VAV3 (VAV-3)	10451;	Homo sapiens (Human)
P52735	VAV2_HUMAN	VAV2	Guanine nucleotide exchange factor VAV2 (VAV-2)	7410;	Homo sapiens (Human)
Q99437	VATO_HUMAN	ATP6V0B ATP6F	V-type proton ATPase 21 kDa proteolipid subunit c'' (V-ATPase 21 kDa proteolipid subunit c'') (Vacuolar proton pump 21 kDa proteolipid subunit c'') (hATPL)	533;	Homo sapiens (Human)
P27449	VATL_HUMAN	ATP6V0C ATP6C ATP6L ATPL	V-type proton ATPase 16 kDa proteolipid subunit c (V-ATPase 16 kDa proteolipid subunit c) (Vacuolar proton pump 16 kDa proteolipid subunit c)	527;	Homo sapiens (Human)
Q9UI12	VATH_HUMAN	ATP6V1H CGI-11	V-type proton ATPase subunit H (V-ATPase subunit H) (Nef-binding protein 1) (NBP1) (Protein VMA13 homolog) (V-ATPase 50/57 kDa subunits) (Vacuolar proton pump subunit H) (Vacuolar proton pump subunit SFD)	51606;	Homo sapiens (Human)
Q96LB4	VATG3_HUMAN	ATP6V1G3 ATP6G3	V-type proton ATPase subunit G 3 (V-ATPase subunit G 3) (V-ATPase 13 kDa subunit 3) (Vacuolar proton pump subunit G 3)	127124;	Homo sapiens (Human)
O95670	VATG2_HUMAN	ATP6V1G2 ATP6G ATP6G2 NG38	V-type proton ATPase subunit G 2 (V-ATPase subunit G 2) (V-ATPase 13 kDa subunit 2) (Vacuolar proton pump subunit G 2)	534;	Homo sapiens (Human)
O75348	VATG1_HUMAN	ATP6V1G1 ATP6G ATP6G1 ATP6J	V-type proton ATPase subunit G 1 (V-ATPase subunit G 1) (V-ATPase 13 kDa subunit 1) (Vacuolar proton pump subunit G 1) (Vacuolar proton pump subunit M16)	9550;	Homo sapiens (Human)
Q16864	VATF_HUMAN	ATP6V1F ATP6S14 VATF	V-type proton ATPase subunit F (V-ATPase subunit F) (V-ATPase 14 kDa subunit) (Vacuolar proton pump subunit F)	9296;	Homo sapiens (Human)
Q96A05	VATE2_HUMAN	ATP6V1E2 ATP6E1 ATP6EL2 ATP6V1EL2	V-type proton ATPase subunit E 2 (V-ATPase subunit E 2) (Vacuolar proton pump subunit E 2)	90423;	Homo sapiens (Human)
P36543	VATE1_HUMAN	ATP6V1E1 ATP6E ATP6E2	V-type proton ATPase subunit E 1 (V-ATPase subunit E 1) (V-ATPase 31 kDa subunit) (p31) (Vacuolar proton pump subunit E 1)	529;	Homo sapiens (Human)
Q9Y5K8	VATD_HUMAN	ATP6V1D ATP6M VATD	V-type proton ATPase subunit D (V-ATPase subunit D) (V-ATPase 28 kDa accessory protein) (Vacuolar proton pump subunit D)	51382;	Homo sapiens (Human)
Q8NEY4	VATC2_HUMAN	ATP6V1C2	V-type proton ATPase subunit C 2 (V-ATPase subunit C 2) (Vacuolar proton pump subunit C 2)	245973;	Homo sapiens (Human)
P21283	VATC1_HUMAN	ATP6V1C1 ATP6C ATP6D VATC	V-type proton ATPase subunit C 1 (V-ATPase subunit C 1) (Vacuolar proton pump subunit C 1)	528;	Homo sapiens (Human)
P21281	VATB2_HUMAN	ATP6V1B2 ATP6B2 VPP3	V-type proton ATPase subunit B, brain isoform (V-ATPase subunit B 2) (Endomembrane proton pump 58 kDa subunit) (HO57) (Vacuolar proton pump subunit B 2)	526;	Homo sapiens (Human)
P15313	VATB1_HUMAN	ATP6V1B1 ATP6B1 VATB VPP3	V-type proton ATPase subunit B, kidney isoform (V-ATPase subunit B 1) (Endomembrane proton pump 58 kDa subunit) (Vacuolar proton pump subunit B 1)	525;	Homo sapiens (Human)
P38606	VATA_HUMAN	ATP6V1A ATP6A1 ATP6V1A1 VPP2	V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 7.1.2.2) (V-ATPase 69 kDa subunit) (Vacuolar ATPase isoform VA68) (Vacuolar proton pump subunit alpha)	523;	Homo sapiens (Human)
Q99536	VAT1_HUMAN	VAT1	Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-)	10493;	Homo sapiens (Human)
Q9HCJ6	VAT1L_HUMAN	VAT1L KIAA1576	Synaptic vesicle membrane protein VAT-1 homolog-like (EC 1.-.-.-)	57687;	Homo sapiens (Human)
P50552	VASP_HUMAN	VASP	Vasodilator-stimulated phosphoprotein (VASP)	7408;	Homo sapiens (Human)
Q6EMK4	VASN_HUMAN	VASN SLITL2 UNQ314/PRO357/PRO1282	Vasorin (Protein slit-like 2)	114990;	Homo sapiens (Human)
Q86V25	VASH2_HUMAN	VASH2 VASHL	Tubulinyl-Tyr carboxypeptidase 2 (EC 3.4.17.17) (Vasohibin-2) (Vasohibin-like protein)	79805;	Homo sapiens (Human)
Q7L8A9	VASH1_HUMAN	VASH1 KIAA1036 VASH	Tubulinyl-Tyr carboxypeptidase 1 (EC 3.4.17.17) (Tubulin carboxypeptidase 1) (Tyrosine carboxypeptidase 1) (TTCP 1) (Vasohibin-1)	22846;	Homo sapiens (Human)
Q15904	VAS1_HUMAN	ATP6AP1 ATP6IP1 ATP6S1 VATPS1 XAP3	V-type proton ATPase subunit S1 (V-ATPase subunit S1) (Protein XAP-3) (V-ATPase Ac45 subunit) (V-ATPase S1 accessory protein) (Vacuolar proton pump subunit S1)	537;	Homo sapiens (Human)
Q52LC2	VAS1L_HUMAN	ATP6AP1L	V-type proton ATPase subunit S1-like protein (Vacuolar proton pump subunit S1-like protein)	92270;	Homo sapiens (Human)
O95292	VAPB_HUMAN	VAPB UNQ484/PRO983	Vesicle-associated membrane protein-associated protein B/C (VAMP-B/VAMP-C) (VAMP-associated protein B/C) (VAP-B/VAP-C)	9217;	Homo sapiens (Human)
Q9P0L0	VAPA_HUMAN	VAPA VAP33	Vesicle-associated membrane protein-associated protein A (VAMP-A) (VAMP-associated protein A) (VAP-A) (33 kDa VAMP-associated protein) (VAP-33)	9218;	Homo sapiens (Human)
Q9ULK5	VANG2_HUMAN	VANGL2 KIAA1215 STB1	Vang-like protein 2 (Loop-tail protein 1 homolog) (Strabismus 1) (Van Gogh-like protein 2)	57216;	Homo sapiens (Human)
Q8TAA9	VANG1_HUMAN	VANGL1 STB2	Vang-like protein 1 (Loop-tail protein 2 homolog) (LPP2) (Strabismus 2) (Van Gogh-like protein 1)	81839;	Homo sapiens (Human)
Q9BV40	VAMP8_HUMAN	VAMP8	Vesicle-associated membrane protein 8 (VAMP-8) (Endobrevin) (EDB)	8673;	Homo sapiens (Human)
P51809	VAMP7_HUMAN	VAMP7 SYBL1	Vesicle-associated membrane protein 7 (VAMP-7) (Synaptobrevin-like protein 1) (Tetanus-insensitive VAMP) (Ti-VAMP)	6845;	Homo sapiens (Human)
O95183	VAMP5_HUMAN	VAMP5 HSPC191	Vesicle-associated membrane protein 5 (VAMP-5) (Myobrevin)	10791;	Homo sapiens (Human)
O75379	VAMP4_HUMAN	VAMP4	Vesicle-associated membrane protein 4 (VAMP-4)	8674;	Homo sapiens (Human)
Q15836	VAMP3_HUMAN	VAMP3 SYB3	Vesicle-associated membrane protein 3 (VAMP-3) (Cellubrevin) (CEB) (Synaptobrevin-3)	9341;	Homo sapiens (Human)
P63027	VAMP2_HUMAN	VAMP2 SYB2	Vesicle-associated membrane protein 2 (VAMP-2) (Synaptobrevin-2)	6844;	Homo sapiens (Human)
P23763	VAMP1_HUMAN	VAMP1 SYB1	Vesicle-associated membrane protein 1 (VAMP-1) (Synaptobrevin-1)	6843;	Homo sapiens (Human)
A0A1B0GUX0	VAFNB_HUMAN	ATP6V1FNB	Protein ATP6V1FNB (ATP6V1F neighbor gene protein)	100130705;	Homo sapiens (Human)
Q16572	VACHT_HUMAN	SLC18A3 VACHT	Vesicular acetylcholine transporter (VAChT) (Solute carrier family 18 member 3)	6572;	Homo sapiens (Human)
Q08AM6	VAC14_HUMAN	VAC14 TAX1BP2 TRX	Protein VAC14 homolog (Tax1-binding protein 2)	55697;	Homo sapiens (Human)
